Date,Series Name,Output,Unit,Observation Status,Observation Status Comment
11/2013,Export Cement Sales,600.7,Thousand Metric Ton,Normal,
12/2013,Total Cement Sales,2945.8,Thousand Metric Ton,Normal,
12/2013, Domestic Cement Sales,2320.3,Thousand Metric Ton,Normal,
12/2013,Export Cement Sales,625.5,Thousand Metric Ton,Normal,
01/2014,Total Cement Sales,2736.6,Thousand Metric Ton,Normal,
01/2014, Domestic Cement Sales,2173.4,Thousand Metric Ton,Normal,
01/2014,Export Cement Sales,563.2,Thousand Metric Ton,Normal,
02/2014,Total Cement Sales,2731.6,Thousand Metric Ton,Normal,
02/2014, Domestic Cement Sales,2148.1,Thousand Metric Ton,Normal,
02/2014,Export Cement Sales,583.5,Thousand Metric Ton,Normal,
03/2014,Total Cement Sales,3188.7,Thousand Metric Ton,Normal,
03/2014, Domestic Cement Sales,2463.7,Thousand Metric Ton,Normal,
03/2014,Export Cement Sales,725,Thousand Metric Ton,Normal,
04/2014,Total Cement Sales,3210.1,Thousand Metric Ton,Normal,
04/2014, Domestic Cement Sales,2538.4,Thousand Metric Ton,Normal,
04/2014,Export Cement Sales,671.7,Thousand Metric Ton,Normal,
05/2014,Total Cement Sales,3068.5,Thousand Metric Ton,Normal,
05/2014, Domestic Cement Sales,2309.7,Thousand Metric Ton,Normal,
05/2014,Export Cement Sales,758.8,Thousand Metric Ton,Normal,
06/2014,Total Cement Sales,3225.4,Thousand Metric Ton,Normal,
06/2014, Domestic Cement Sales,2537.3,Thousand Metric Ton,Normal,
06/2014,Export Cement Sales,688.1,Thousand Metric Ton,Normal,
07/2014,Total Cement Sales,2229.6,Thousand Metric Ton,Normal,
07/2014, Domestic Cement Sales,1726.7,Thousand Metric Ton,Normal,
07/2014,Export Cement Sales,502.9,Thousand Metric Ton,Normal,
08/2014,Total Cement Sales,2776.3,Thousand Metric Ton,Normal,
08/2014, Domestic Cement Sales,1948.6,Thousand Metric Ton,Normal,
08/2014,Export Cement Sales,827.7,Thousand Metric Ton,Normal,
09/2014,Total Cement Sales,3151.3,Thousand Metric Ton,Normal,
09/2014, Domestic Cement Sales,2421.3,Thousand Metric Ton,Normal,
09/2014,Export Cement Sales,729.9,Thousand Metric Ton,Normal,
10/2014,Total Cement Sales,2824.1,Thousand Metric Ton,Normal,
10/2014, Domestic Cement Sales,2094.9,Thousand Metric Ton,Normal,
10/2014,Export Cement Sales,729.3,Thousand Metric Ton,Normal,
11/2014,Total Cement Sales,3029,Thousand Metric Ton,Normal,
11/2014, Domestic Cement Sales,2369.6,Thousand Metric Ton,Normal,
11/2014,Export Cement Sales,659.3,Thousand Metric Ton,Normal,
12/2014,Total Cement Sales,3114,Thousand Metric Ton,Normal,
12/2014, Domestic Cement Sales,2503.9,Thousand Metric Ton,Normal,
12/2014,Export Cement Sales,610.1,Thousand Metric Ton,Normal,
01/2015,Total Cement Sales,2898.2,Thousand Metric Ton,Normal,
01/2015, Domestic Cement Sales,2419.8,Thousand Metric Ton,Normal,
01/2015,Export Cement Sales,478.4,Thousand Metric Ton,Normal,
02/2015,Total Cement Sales,2758.1,Thousand Metric Ton,Normal,
02/2015, Domestic Cement Sales,2297.6,Thousand Metric Ton,Normal,
02/2015,Export Cement Sales,460.5,Thousand Metric Ton,Normal,
03/2015,Total Cement Sales,3002.9,Thousand Metric Ton,Normal,
03/2015, Domestic Cement Sales,2559.4,Thousand Metric Ton,Normal,
03/2015,Export Cement Sales,443.5,Thousand Metric Ton,Normal,
04/2015,Total Cement Sales,3294.2,Thousand Metric Ton,Normal,
04/2015, Domestic Cement Sales,2654.3,Thousand Metric Ton,Normal,
04/2015,Export Cement Sales,640,Thousand Metric Ton,Normal,
05/2015,Total Cement Sales,3056.7,Thousand Metric Ton,Normal,
05/2015, Domestic Cement Sales,2496.2,Thousand Metric Ton,Normal,
05/2015,Export Cement Sales,560.5,Thousand Metric Ton,Normal,
06/2015,Total Cement Sales,3265.9,Thousand Metric Ton,Normal,
06/2015, Domestic Cement Sales,2713.8,Thousand Metric Ton,Normal,
06/2015,Export Cement Sales,552,Thousand Metric Ton,Normal,
07/2015,Total Cement Sales,2261.6,Thousand Metric Ton,Normal,
07/2015, Domestic Cement Sales,1796.2,Thousand Metric Ton,Normal,
07/2015,Export Cement Sales,465.4,Thousand Metric Ton,Normal,
08/2015,Total Cement Sales,3070.7,Thousand Metric Ton,Normal,
08/2015, Domestic Cement Sales,2504,Thousand Metric Ton,Normal,
08/2015,Export Cement Sales,566.7,Thousand Metric Ton,Normal,
09/2015,Total Cement Sales,2953.6,Thousand Metric Ton,Normal,
09/2015, Domestic Cement Sales,2486.1,Thousand Metric Ton,Normal,
09/2015,Export Cement Sales,467.5,Thousand Metric Ton,Normal,
10/2015,Total Cement Sales,3124.2,Thousand Metric Ton,Normal,
10/2015, Domestic Cement Sales,2595.4,Thousand Metric Ton,Normal,
10/2015,Export Cement Sales,528.8,Thousand Metric Ton,Normal,
11/2015,Total Cement Sales,3377.3,Thousand Metric Ton,Normal,
11/2015, Domestic Cement Sales,2843.5,Thousand Metric Ton,Normal,
11/2015,Export Cement Sales,533.8,Thousand Metric Ton,Normal,
12/2015,Total Cement Sales,3440.2,Thousand Metric Ton,Normal,
12/2015, Domestic Cement Sales,2984.4,Thousand Metric Ton,Normal,
12/2015,Export Cement Sales,455.7,Thousand Metric Ton,Normal,
01/2016,Total Cement Sales,3087.2,Thousand Metric Ton,Normal,
01/2016, Domestic Cement Sales,2700.6,Thousand Metric Ton,Normal,
01/2016,Export Cement Sales,386.6,Thousand Metric Ton,Normal,
02/2016,Total Cement Sales,3449.2,Thousand Metric Ton,Normal,
02/2016, Domestic Cement Sales,2981.9,Thousand Metric Ton,Normal,
02/2016,Export Cement Sales,467.3,Thousand Metric Ton,Normal,
03/2016,Total Cement Sales,3583.8,Thousand Metric Ton,Normal,
03/2016, Domestic Cement Sales,3049,Thousand Metric Ton,Normal,
03/2016,Export Cement Sales,534.8,Thousand Metric Ton,Normal,
04/2016,Total Cement Sales,3551.6,Thousand Metric Ton,Normal,
04/2016, Domestic Cement Sales,3031.1,Thousand Metric Ton,Normal,
04/2016,Export Cement Sales,520.6,Thousand Metric Ton,Normal,
05/2016,Total Cement Sales,3622.7,Thousand Metric Ton,Normal,
05/2016, Domestic Cement Sales,3064.7,Thousand Metric Ton,Normal,
05/2016,Export Cement Sales,558,Thousand Metric Ton,Normal,
06/2016,Total Cement Sales,3350.6,Thousand Metric Ton,Normal,
06/2016, Domestic Cement Sales,2963.6,Thousand Metric Ton,Normal,
06/2016,Export Cement Sales,387.1,Thousand Metric Ton,Normal,
07/2016,Total Cement Sales,2332.2,Thousand Metric Ton,Normal,
07/2016, Domestic Cement Sales,1867.1,Thousand Metric Ton,Normal,
07/2016,Export Cement Sales,465.1,Thousand Metric Ton,Normal,
08/2016,Total Cement Sales,3585,Thousand Metric Ton,Normal,
08/2016, Domestic Cement Sales,3027.8,Thousand Metric Ton,Normal,
08/2016,Export Cement Sales,557.3,Thousand Metric Ton,Normal,
09/2016,Total Cement Sales,3058.9,Thousand Metric Ton,Normal,
09/2016, Domestic Cement Sales,2536.2,Thousand Metric Ton,Normal,
09/2016,Export Cement Sales,522.8,Thousand Metric Ton,Normal,
10/2016,Total Cement Sales,3526.6,Thousand Metric Ton,Normal,
10/2016, Domestic Cement Sales,3008.1,Thousand Metric Ton,Normal,
10/2016,Export Cement Sales,518.4,Thousand Metric Ton,Normal,
11/2016,Total Cement Sales,3748.6,Thousand Metric Ton,Normal,
11/2016, Domestic Cement Sales,3270,Thousand Metric Ton,Normal,
11/2016,Export Cement Sales,478.6,Thousand Metric Ton,Normal,
12/2016,Total Cement Sales,3554.9,Thousand Metric Ton,Normal,
12/2016, Domestic Cement Sales,3185.6,Thousand Metric Ton,Normal,
12/2016,Export Cement Sales,369.3,Thousand Metric Ton,Normal,
01/2017,Total Cement Sales,3097.7,Thousand Metric Ton,Normal,
01/2017, Domestic Cement Sales,2721.6,Thousand Metric Ton,Normal,
01/2017,Export Cement Sales,376.1,Thousand Metric Ton,Normal,
02/2017,Total Cement Sales,3435.4,Thousand Metric Ton,Normal,
02/2017, Domestic Cement Sales,3181.5,Thousand Metric Ton,Normal,
02/2017,Export Cement Sales,253.9,Thousand Metric Ton,Normal,
03/2017,Total Cement Sales,3964.8,Thousand Metric Ton,Normal,
03/2017, Domestic Cement Sales,3753,Thousand Metric Ton,Normal,
03/2017,Export Cement Sales,211.8,Thousand Metric Ton,Normal,
04/2017,Total Cement Sales,3576.3,Thousand Metric Ton,Normal,
04/2017, Domestic Cement Sales,3319.9,Thousand Metric Ton,Normal,
04/2017,Export Cement Sales,256.4,Thousand Metric Ton,Normal,
05/2017,Total Cement Sales,3708.1,Thousand Metric Ton,Normal,
05/2017, Domestic Cement Sales,3398.8,Thousand Metric Ton,Normal,
05/2017,Export Cement Sales,309.3,Thousand Metric Ton,Normal,
06/2017,Total Cement Sales,2726.7,Thousand Metric Ton,Normal,
06/2017, Domestic Cement Sales,2382,Thousand Metric Ton,Normal,
06/2017,Export Cement Sales,344.7,Thousand Metric Ton,Normal,
07/2017,Total Cement Sales,3382.2,Thousand Metric Ton,Normal,
07/2017, Domestic Cement Sales,2906.5,Thousand Metric Ton,Normal,
07/2017,Export Cement Sales,475.7,Thousand Metric Ton,Normal,
08/2017,Total Cement Sales,3766,Thousand Metric Ton,Normal,
08/2017, Domestic Cement Sales,3356.3,Thousand Metric Ton,Normal,
08/2017,Export Cement Sales,409.8,Thousand Metric Ton,Normal,
09/2017,Total Cement Sales,3199.9,Thousand Metric Ton,Normal,
09/2017, Domestic Cement Sales,2798.2,Thousand Metric Ton,Normal,
09/2017,Export Cement Sales,401.6,Thousand Metric Ton,Normal,
10/2017,Total Cement Sales,4221.6,Thousand Metric Ton,Normal,
10/2017, Domestic Cement Sales,3778.6,Thousand Metric Ton,Normal,
10/2017,Export Cement Sales,443,Thousand Metric Ton,Normal,
11/2017,Total Cement Sales,3942.1,Thousand Metric Ton,Normal,
11/2017, Domestic Cement Sales,3593.3,Thousand Metric Ton,Normal,
11/2017,Export Cement Sales,348.8,Thousand Metric Ton,Normal,
12/2017,Total Cement Sales,3730.5,Thousand Metric Ton,Normal,
12/2017, Domestic Cement Sales,3402.8,Thousand Metric Ton,Normal,
12/2017,Export Cement Sales,327.7,Thousand Metric Ton,Normal,
01/2018,Total Cement Sales,4083.6,Thousand Metric Ton,Normal,
01/2018, Domestic Cement Sales,3736.9,Thousand Metric Ton,Normal,
01/2018,Export Cement Sales,346.7,Thousand Metric Ton,Normal,
02/2018,Total Cement Sales,3780.5,Thousand Metric Ton,Normal,
02/2018, Domestic Cement Sales,3479.8,Thousand Metric Ton,Normal,
02/2018,Export Cement Sales,300.7,Thousand Metric Ton,Normal,
03/2018,Total Cement Sales,4652,Thousand Metric Ton,Normal,
03/2018, Domestic Cement Sales,4260.4,Thousand Metric Ton,Normal,
03/2018,Export Cement Sales,391.7,Thousand Metric Ton,Normal,
04/2018,Total Cement Sales,4237.3,Thousand Metric Ton,Normal,
04/2018, Domestic Cement Sales,3772.2,Thousand Metric Ton,Normal,
04/2018,Export Cement Sales,465.1,Thousand Metric Ton,Normal,
05/2018,Total Cement Sales,3919,Thousand Metric Ton,Normal,
05/2018, Domestic Cement Sales,3480.2,Thousand Metric Ton,Normal,
05/2018,Export Cement Sales,438.8,Thousand Metric Ton,Normal,
06/2018,Total Cement Sales,2978.7,Thousand Metric Ton,Normal,
06/2018, Domestic Cement Sales,2581.2,Thousand Metric Ton,Normal,
06/2018,Export Cement Sales,397.5,Thousand Metric Ton,Normal,
07/2018,Total Cement Sales,3554.7,Thousand Metric Ton,Normal,
07/2018, Domestic Cement Sales,3035,Thousand Metric Ton,Normal,
07/2018,Export Cement Sales,519.7,Thousand Metric Ton,Normal,
08/2018,Total Cement Sales,3451.8,Thousand Metric Ton,Normal,
08/2018, Domestic Cement Sales,2895.3,Thousand Metric Ton,Normal,
08/2018,Export Cement Sales,556.5,Thousand Metric Ton,Normal,
09/2018,Total Cement Sales,3806.1,Thousand Metric Ton,Normal,
09/2018, Domestic Cement Sales,3091.3,Thousand Metric Ton,Normal,
09/2018,Export Cement Sales,714.7,Thousand Metric Ton,Normal,
10/2018,Total Cement Sales,4535.7,Thousand Metric Ton,Normal,
10/2018, Domestic Cement Sales,3920.6,Thousand Metric Ton,Normal,
10/2018,Export Cement Sales,615.2,Thousand Metric Ton,Normal,
11/2018,Total Cement Sales,3899.5,Thousand Metric Ton,Normal,
11/2018, Domestic Cement Sales,3336.8,Thousand Metric Ton,Normal,
11/2018,Export Cement Sales,562.8,Thousand Metric Ton,Normal,
12/2018,Total Cement Sales,3865.1,Thousand Metric Ton,Normal,
12/2018, Domestic Cement Sales,3274.5,Thousand Metric Ton,Normal,
12/2018,Export Cement Sales,590.6,Thousand Metric Ton,Normal,
01/2019,Total Cement Sales,3646.7,Thousand Metric Ton,Normal,
01/2019, Domestic Cement Sales,3066.8,Thousand Metric Ton,Normal,
01/2019,Export Cement Sales,579.9,Thousand Metric Ton,Normal,
02/2019,Total Cement Sales,3352.3,Thousand Metric Ton,Normal,
02/2019, Domestic Cement Sales,2844,Thousand Metric Ton,Normal,
02/2019,Export Cement Sales,508.4,Thousand Metric Ton,Normal,
03/2019,Total Cement Sales,4340.1,Thousand Metric Ton,Normal,
03/2019, Domestic Cement Sales,3858.1,Thousand Metric Ton,Normal,
03/2019,Export Cement Sales,482.1,Thousand Metric Ton,Normal,
04/2019,Total Cement Sales,4611.1,Thousand Metric Ton,Normal,
04/2019, Domestic Cement Sales,4037.1,Thousand Metric Ton,Normal,
04/2019,Export Cement Sales,574,Thousand Metric Ton,Normal,
05/2019,Total Cement Sales,4123.7,Thousand Metric Ton,Normal,
05/2019, Domestic Cement Sales,3640.7,Thousand Metric Ton,Normal,
05/2019,Export Cement Sales,483,Thousand Metric Ton,Normal,
06/2019,Total Cement Sales,3554.7,Thousand Metric Ton,Normal,
06/2019, Domestic Cement Sales,3207.2,Thousand Metric Ton,Normal,
06/2019,Export Cement Sales,347.4,Thousand Metric Ton,Normal,
07/2019,Total Cement Sales,3497.6,Thousand Metric Ton,Normal,
07/2019, Domestic Cement Sales,2966.8,Thousand Metric Ton,Normal,
07/2019,Export Cement Sales,530.9,Thousand Metric Ton,Normal,
08/2019,Total Cement Sales,3337.9,Thousand Metric Ton,Normal,
08/2019, Domestic Cement Sales,2655.2,Thousand Metric Ton,Normal,
08/2019,Export Cement Sales,682.7,Thousand Metric Ton,Normal,
09/2019,Total Cement Sales,4270.4,Thousand Metric Ton,Normal,
09/2019, Domestic Cement Sales,3472.5,Thousand Metric Ton,Normal,
09/2019,Export Cement Sales,797.9,Thousand Metric Ton,Normal,
10/2019,Total Cement Sales,4983.9,Thousand Metric Ton,Normal,
10/2019, Domestic Cement Sales,4195.7,Thousand Metric Ton,Normal,
10/2019,Export Cement Sales,788.3,Thousand Metric Ton,Normal,
11/2019,Total Cement Sales,4346.1,Thousand Metric Ton,Normal,
11/2019, Domestic Cement Sales,3538.3,Thousand Metric Ton,Normal,
11/2019,Export Cement Sales,807.8,Thousand Metric Ton,Normal,
12/2019,Total Cement Sales,4306.5,Thousand Metric Ton,Normal,
12/2019, Domestic Cement Sales,3536.5,Thousand Metric Ton,Normal,
12/2019,Export Cement Sales,770,Thousand Metric Ton,Normal,
01/2020,Total Cement Sales,4073.8,Thousand Metric Ton,Normal,
01/2020, Domestic Cement Sales,3264.9,Thousand Metric Ton,Normal,
01/2020,Export Cement Sales,808.9,Thousand Metric Ton,Normal,
02/2020,Total Cement Sales,4489.1,Thousand Metric Ton,Normal,
02/2020, Domestic Cement Sales,3735.6,Thousand Metric Ton,Normal,
02/2020,Export Cement Sales,753.4,Thousand Metric Ton,Normal,
03/2020,Total Cement Sales,3720,Thousand Metric Ton,Normal,
03/2020, Domestic Cement Sales,3213,Thousand Metric Ton,Normal,
03/2020,Export Cement Sales,507,Thousand Metric Ton,Normal,
04/2020,Total Cement Sales,3520,Thousand Metric Ton,Normal,
04/2020, Domestic Cement Sales,3271,Thousand Metric Ton,Normal,
04/2020,Export Cement Sales,249,Thousand Metric Ton,Normal,
05/2020,Total Cement Sales,2633,Thousand Metric Ton,Normal,
05/2020, Domestic Cement Sales,2270,Thousand Metric Ton,Normal,
05/2020,Export Cement Sales,363,Thousand Metric Ton,Normal,
06/2020,Total Cement Sales,4622.7,Thousand Metric Ton,Normal,
06/2020, Domestic Cement Sales,3834.8,Thousand Metric Ton,Normal,
06/2020,Export Cement Sales,787.8,Thousand Metric Ton,Normal,
07/2020,Total Cement Sales,4838.3,Thousand Metric Ton,Normal,
07/2020, Domestic Cement Sales,3953,Thousand Metric Ton,Normal,
07/2020,Export Cement Sales,885.3,Thousand Metric Ton,Normal,
08/2020,Total Cement Sales,3522.2,Thousand Metric Ton,Normal,
08/2020, Domestic Cement Sales,2796.3,Thousand Metric Ton,Normal,
08/2020,Export Cement Sales,725.9,Thousand Metric Ton,Normal,
09/2020,Total Cement Sales,5225.7,Thousand Metric Ton,Normal,
09/2020, Domestic Cement Sales,4095,Thousand Metric Ton,Normal,
09/2020,Export Cement Sales,1130.6,Thousand Metric Ton,Normal,
10/2020,Total Cement Sales,5735.2,Thousand Metric Ton,Normal,
10/2020, Domestic Cement Sales,4860,Thousand Metric Ton,Normal,
10/2020,Export Cement Sales,875.3,Thousand Metric Ton,Normal,
11/2020,Total Cement Sales,4510,Thousand Metric Ton,Normal,
11/2020, Domestic Cement Sales,3742,Thousand Metric Ton,Normal,
11/2020,Export Cement Sales,768,Thousand Metric Ton,Normal,
12/2020,Total Cement Sales,4783.4,Thousand Metric Ton,Normal,
12/2020, Domestic Cement Sales,4150,Thousand Metric Ton,Normal,
12/2020,Export Cement Sales,633.4,Thousand Metric Ton,Normal,
01/2021,Total Cement Sales,4737,Thousand Metric Ton,Normal,
01/2021, Domestic Cement Sales,4042.1,Thousand Metric Ton,Normal,
01/2021,Export Cement Sales,694.9,Thousand Metric Ton,Normal,
02/2021,Total Cement Sales,4577.9,Thousand Metric Ton,Normal,
02/2021, Domestic Cement Sales,3961.8,Thousand Metric Ton,Normal,
02/2021,Export Cement Sales,616,Thousand Metric Ton,Normal,
03/2021,Total Cement Sales,5373.7,Thousand Metric Ton,Normal,
03/2021, Domestic Cement Sales,4562.7,Thousand Metric Ton,Normal,
03/2021,Export Cement Sales,811,Thousand Metric Ton,Normal,
04/2021,Total Cement Sales,4943.2,Thousand Metric Ton,Normal,
04/2021, Domestic Cement Sales,4066,Thousand Metric Ton,Normal,
04/2021,Export Cement Sales,877.2,Thousand Metric Ton,Normal,
05/2021,Total Cement Sales,3947,Thousand Metric Ton,Normal,
05/2021, Domestic Cement Sales,3200.6,Thousand Metric Ton,Normal,
05/2021,Export Cement Sales,746.6,Thousand Metric Ton,Normal,
06/2021,Total Cement Sales,5211,Thousand Metric Ton,Normal,
06/2021, Domestic Cement Sales,4668.5,Thousand Metric Ton,Normal,
06/2021,Export Cement Sales,542.6,Thousand Metric Ton,Normal,
07/2021,Total Cement Sales,3899.1,Thousand Metric Ton,Normal,
07/2021, Domestic Cement Sales,3446.3,Thousand Metric Ton,Normal,
07/2021,Export Cement Sales,452.8,Thousand Metric Ton,Normal,
08/2021,Total Cement Sales,4336.4,Thousand Metric Ton,Normal,
08/2021, Domestic Cement Sales,3815,Thousand Metric Ton,Normal,
08/2021,Export Cement Sales,521.5,Thousand Metric Ton,Normal,
09/2021,Total Cement Sales,4589.8,Thousand Metric Ton,Normal,
09/2021, Domestic Cement Sales,4018.2,Thousand Metric Ton,Normal,
09/2021,Export Cement Sales,571.6,Thousand Metric Ton,Normal,
10/2021,Total Cement Sales,5215.3,Thousand Metric Ton,Normal,
10/2021, Domestic Cement Sales,4603.9,Thousand Metric Ton,Normal,
10/2021,Export Cement Sales,611.4,Thousand Metric Ton,Normal,
11/2021,Total Cement Sales,4820.5,Thousand Metric Ton,Normal,
11/2021, Domestic Cement Sales,4124.7,Thousand Metric Ton,Normal,
11/2021,Export Cement Sales,695.8,Thousand Metric Ton,Normal,
12/2021,Total Cement Sales,4595.3,Thousand Metric Ton,Normal,
12/2021, Domestic Cement Sales,4057.3,Thousand Metric Ton,Normal,
12/2021,Export Cement Sales,538,Thousand Metric Ton,Normal,
01/2022,Total Cement Sales,3951.8,Thousand Metric Ton,Normal,
01/2022, Domestic Cement Sales,3400.8,Thousand Metric Ton,Normal,
01/2022,Export Cement Sales,551,Thousand Metric Ton,Normal,
02/2022,Total Cement Sales,4360.6,Thousand Metric Ton,Normal,
02/2022, Domestic Cement Sales,3955.2,Thousand Metric Ton,Normal,
02/2022,Export Cement Sales,405.5,Thousand Metric Ton,Normal,
03/2022,Total Cement Sales,5040,Thousand Metric Ton,Normal,
03/2022, Domestic Cement Sales,4748.5,Thousand Metric Ton,Normal,
03/2022,Export Cement Sales,295.3,Thousand Metric Ton,Normal,
04/2022,Total Cement Sales,3524.6,Thousand Metric Ton,Normal,
04/2022, Domestic Cement Sales,3368,Thousand Metric Ton,Normal,
04/2022,Export Cement Sales,156.6,Thousand Metric Ton,Normal,
05/2022,Total Cement Sales,3321.9,Thousand Metric Ton,Normal,
05/2022, Domestic Cement Sales,3150,Thousand Metric Ton,Normal,
05/2022,Export Cement Sales,171.9,Thousand Metric Ton,Normal,
06/2022,Total Cement Sales,5260,Thousand Metric Ton,Normal,
06/2022, Domestic Cement Sales,4972,Thousand Metric Ton,Normal,
06/2022,Export Cement Sales,284.5,Thousand Metric Ton,Normal,
