Date,Price,Open,High,Low,Vol.,Change %
10/02/2023,"46,627.08","46,294.62","46,704.63","46,294.62",100351138,0.85%
09/28/2023,"46,232.59","46,464.29","46,469.59","46,177.49",80528410,-0.29%
09/27/2023,"46,365.04","46,291.28","46,448.33","46,238.12",91939003,0.19%
09/26/2023,"46,277.65","46,399.88","46,503.82","46,258.96",95627367,-0.25%
09/25/2023,"46,393.67","46,483.10","46,590.26","46,305.88",89591756,-0.06%
09/22/2023,"46,421.15","46,322.34","46,500.45","46,181.99",94480015,0.47%
09/21/2023,"46,202.12","45,917.50","46,309.80","45,733.44",74186692,0.68%
09/20/2023,"45,889.57","45,947.39","46,035.09","45,808.10",46255114,-0.05%
09/19/2023,"45,910.46","45,850.20","46,036.03","45,850.20",57099739,0.23%
09/18/2023,"45,803.19","45,824.42","45,907.08","45,662.70",38482836,0.11%
09/15/2023,"45,753.51","45,986.58","46,093.01","45,700.65",140164860,0.23%
09/14/2023,"45,650.05","45,581.72","45,776.96","45,581.48",61386957,0.13%
09/13/2023,"45,590.92","45,507.73","45,732.72","45,500.21",47422802,0.18%
09/12/2023,"45,508.39","45,902.72","45,902.72","45,468.27",58398860,-0.78%
09/11/2023,"45,865.73","46,071.19","46,174.68","45,678.15",140183512,-0.32%
09/08/2023,"46,013.48","45,812.70","46,077.38","45,728.89",67980063,0.56%
09/07/2023,"45,757.23","45,854.24","46,035.81","45,703.53",98984688,-0.11%
09/06/2023,"45,807.57","45,515.03","45,854.18","45,460.28",74242782,0.69%
09/05/2023,"45,491.48","45,825.12","45,950.68","45,416.99",55028384,-0.47%
09/04/2023,"45,707.42","45,461.58","45,788.74","45,448.02",55254788,0.87%
09/01/2023,"45,312.65","45,005.74","45,358.28","44,795.81",55690564,0.69%
08/31/2023,"45,002.41","46,286.73","46,358.01","44,459.62",169142258,-2.69%
08/30/2023,"46,244.55","46,771.14","46,857.88","46,101.33",101472129,-1.12%
08/29/2023,"46,770.41","47,322.44","47,372.08","46,598.23",111051776,-1.49%
08/28/2023,"47,478.61","47,732.79","47,733.50","47,399.27",97813577,-0.40%
08/25/2023,"47,671.21","47,818.32","47,853.55","47,570.31",91943441,-0.17%
08/24/2023,"47,750.76","47,463.68","47,994.18","47,463.68",168476614,0.70%
08/23/2023,"47,418.63","47,503.35","47,588.23","47,007.65",47419,0.00%
08/22/2023,"47,417.90","47,451.64","47,675.21","47,359.17",73227553,-0.06%
08/21/2023,"47,447.95","48,141.31","48,234.25","47,432.71",84335337,-1.60%
08/18/2023,"48,218.49","48,406.43","48,615.14","48,196.18",132257744,-0.22%
08/17/2023,"48,325.84","47,961.18","48,397.37","47,893.71",101396353,0.37%
08/16/2023,"48,146.43","48,575.05","48,614.47","48,108.87",104981376,-0.86%
08/15/2023,"48,565.75","48,478.19","48,794.12","48,293.02",123699038,0.29%
08/11/2023,"48,424.40","47,968.51","48,898.82","47,968.51",242051343,1.29%
08/10/2023,"47,808.34","48,503.90","48,622.90","47,626.74",175252024,-0.87%
08/09/2023,"48,227.60","47,322.66","48,334.53","47,262.37",183275562,1.68%
08/08/2023,"47,429.82","48,359.55","48,415.46","47,335.32",197511127,-1.98%
08/07/2023,"48,386.25","48,716.45","49,034.92","48,276.54",232034005,-0.41%
08/04/2023,"48,585.71","48,584.58","48,840.27","48,427.99",210396471,-0.05%
08/03/2023,"48,611.18","48,993.00","49,404.50","48,541.34",289325455,-0.31%
08/02/2023,"48,764.55","48,277.81","48,852.05","48,178.88",365630667,1.11%
08/01/2023,"48,230.50","48,034.59","48,441.84","47,998.26",274242037,0.41%
07/31/2023,"48,034.59","47,394.97","48,126.50","47,372.54",315676640,2.03%
07/27/2023,"47,076.99","46,780.12","47,393.47","46,779.74",254214496,0.85%
07/26/2023,"46,682.52","46,515.88","46,724.57","46,499.36",242989152,0.57%
07/25/2023,"46,417.34","46,063.59","46,540.87","46,019.63",142826304,0.79%
07/24/2023,"46,054.81","46,087.58","46,195.70","45,872.67",153912400,0.29%
07/21/2023,"45,920.73","45,391.55","46,122.16","45,391.55",205733616,1.15%
07/20/2023,"45,398.31","45,079.60","45,451.64","45,067.95",157328048,0.67%
07/19/2023,"45,095.11","45,121.97","45,227.49","44,928.02",125855056,0.19%
07/18/2023,"45,009.33","45,146.10","45,240.21","44,848.39",125029536,-0.07%
07/17/2023,"45,042.61","45,114.90","45,283.30","45,013.98",148606688,-0.06%
07/14/2023,"45,067.98","45,401.34","45,488.45","45,043.17",112252776,-0.44%
07/13/2023,"45,266.96","45,514.95","45,970.99","45,255.58",225216885,-0.54%
07/12/2023,"45,514.95","45,236.61","45,582.30","45,200.35",205445504,0.80%
07/11/2023,"45,155.79","44,645.89","45,250.48","44,691.46",248032416,1.28%
07/10/2023,"44,585.12","44,246.00","44,601.78","44,260.10",182855392,0.85%
07/07/2023,"44,207.31","44,157.95","44,293.51","44,086.74",115715056,0.06%
07/06/2023,"44,178.85","43,615.88","44,212.77","43,550.14",166154400,1.44%
07/05/2023,"43,552.83","43,557.01","44,041.26","43,464.06",181144512,-0.01%
07/04/2023,"43,557.01","43,899.00","44,511.52","43,488.37",245371488,-0.78%
07/03/2023,"43,899.00","43,545.93","43,933.94","43,404.69",169579712,5.90%
06/27/2023,"41,452.68","41,420.06","41,606.25","41,208.19",137934880,0.04%
06/26/2023,"41,437.10","40,345.34","41,491.87","40,334.05",122174096,3.42%
06/23/2023,"40,065.32","40,175.94","40,235.57","39,894.42",58539504,-0.22%
06/22/2023,"40,152.05","40,231.15","40,378.59","40,091.38",65589344,-0.17%
06/21/2023,"40,220.79","40,695.50","40,804.87","40,191.24",47430440,-1.06%
06/20/2023,"40,653.03","40,635.29","40,739.97","40,507.18",73146312,0.08%
06/19/2023,"40,621.21","41,372.22","41,484.32","40,610.27",92612480,-1.65%
06/16/2023,"41,301.29","41,467.91","41,612.67","41,280.16",59980496,-0.16%
06/15/2023,"41,369.16","41,633.80","41,633.80","41,269.12",44840904,-0.35%
06/14/2023,"41,514.44","41,596.53","41,744.43","41,448.61",40517860,-0.06%
06/13/2023,"41,538.72","41,889.56","42,025.53","41,522.63",61589860,-0.58%
06/12/2023,"41,782.92","41,915.65","42,029.14","41,715.31",83229696,-0.29%
06/09/2023,"41,904.20","41,728.41","41,931.82","41,677.14",78778528,0.52%
06/08/2023,"41,686.46","42,223.74","42,307.11","41,648.83",100881072,-1.08%
06/07/2023,"42,142.71","41,975.36","42,231.63","41,924.48",117404928,0.52%
06/06/2023,"41,923.46","41,771.03","42,026.94","41,751.20",122360032,0.61%
06/05/2023,"41,667.94","41,390.47","41,681.68","41,375.57",81400128,0.76%
06/02/2023,"41,352.98","41,264.42","41,403.43","41,237.41",67578672,0.21%
06/01/2023,"41,266.77","41,387.24","41,481.53","41,226.94",49182896,-0.15%
05/31/2023,"41,330.56","41,724.85","41,852.23","41,265.03",90799056,-0.82%
05/30/2023,"41,671.65","41,362.10","41,693.46","41,362.06",104070256,0.80%
05/29/2023,"41,340.06","41,016.32","41,649.13","41,005.15",95243584,0.92%
05/26/2023,"40,964.54","41,062.18","41,148.56","40,783.80",107230176,-0.16%
05/25/2023,"41,029.67","41,165.06","41,219.03","40,956.88",66537940,-0.21%
05/24/2023,"41,117.32","41,128.92","41,342.23","41,064.40",40260800,0.04%
05/23/2023,"41,099.30","41,224.39","41,295.65","41,098.70",43773936,-0.23%
05/22/2023,"41,195.06","41,636.88","41,690.28","41,155.48",47139572,-0.97%
05/19/2023,"41,599.18","41,462.64","41,628.79","41,354.33",54441224,0.31%
05/18/2023,"41,472.19","41,859.33","41,964.27","41,411.64",49034616,-0.86%
05/17/2023,"41,833.66","42,050.47","42,110.03","41,818.34",55085168,-0.41%
05/16/2023,"42,006.24","41,827.94","42,081.58","41,817.01",101393472,0.69%
05/15/2023,"41,718.43","41,498.01","41,718.43","41,310.19",49988472,0.56%
05/12/2023,"41,487.58","41,378.51","41,649.15","41,299.39",50155592,0.39%
05/11/2023,"41,325.63","41,175.26","41,498.77","41,074.95",38582200,0.61%
05/10/2023,"41,074.95","41,295.32","41,407.09","41,041.32",52986168,-0.72%
05/09/2023,"41,373.81","41,829.80","41,830.35","41,277.73",104478880,-1.09%
05/08/2023,"41,829.49","42,317.71","42,389.22","41,767.45",68420800,-0.98%
05/05/2023,"42,241.98","42,108.47","42,323.29","41,962.90",99722728,0.35%
05/04/2023,"42,093.80","42,151.42","42,336.44","42,055.90",147302240,0.01%
05/03/2023,"42,087.93","42,064.87","42,171.68","41,915.81",135507616,0.38%
05/02/2023,"41,927.64","41,665.05","41,990.15","41,580.85",85374480,0.83%
04/28/2023,"41,580.85","41,524.43","41,790.68","41,463.91",125893688,0.28%
04/27/2023,"41,463.91","41,204.63","41,518.74","41,081.07",92233024,0.89%
04/26/2023,"41,099.58","41,165.75","41,363.89","41,007.82",82164584,0.22%
04/20/2023,"41,007.82","40,672.36","41,086.67","40,499.34",72293392,1.26%
04/19/2023,"40,499.34","40,367.66","40,532.76","40,289.95",35073736,0.13%
04/18/2023,"40,448.05","40,289.32","40,484.29","40,221.08",34242660,0.50%
04/17/2023,"40,246.66","40,297.68","40,372.80","40,182.37",46837396,0.10%
04/13/2023,"40,205.54","40,283.25","40,418.60","40,126.05",45504524,0.20%
04/12/2023,"40,126.05","39,810.60","40,172.76","39,803.95",46676984,0.81%
04/11/2023,"39,804.71","39,871.78","39,919.99","39,723.01",32152410,-0.08%
04/10/2023,"39,835.90","40,066.60","40,183.81","39,815.86",34288836,-0.53%
04/07/2023,"40,049.65","40,435.96","40,549.86","40,005.04",47629632,-0.75%
04/06/2023,"40,350.89","39,781.47","40,374.33","39,717.15",77157624,1.60%
04/05/2023,"39,717.15","39,763.53","39,910.05","39,664.98",39530940,0.08%
04/04/2023,"39,687.26","39,914.90","39,920.35","39,482.17",36906284,-0.51%
04/03/2023,"39,889.90","40,039.76","40,077.77","39,860.62",33130368,-0.28%
03/31/2023,"40,000.83","39,865.25","40,000.83","39,729.44",68506136,0.38%
03/30/2023,"39,848.35","39,882.60","40,005.07","39,796.69",48704728,-0.08%
03/29/2023,"39,879.89","40,094.14","40,186.11","39,866.25",43894752,-0.51%
03/28/2023,"40,082.37","40,011.92","40,203.84","40,000.37",36664740,0.20%
03/27/2023,"40,000.37","39,941.63","40,066.73","39,845.06",36310372,0.15%
03/24/2023,"39,942.05","40,391.36","40,440.70","39,922.89",19472168,-1.08%
03/22/2023,"40,376.10","40,891.03","40,996.72","40,352.71",67321248,-1.23%
03/21/2023,"40,877.98","40,928.70","40,990.12","40,696.74",63117008,-0.10%
03/20/2023,"40,918.45","41,334.86","41,398.03","40,909.24",91841776,-1.00%
03/17/2023,"41,329.95","41,717.05","41,808.88","41,270.81",92767512,-0.87%
03/16/2023,"41,694.09","41,959.25","42,119.03","41,639.50",114971048,-0.43%
03/15/2023,"41,874.04","41,752.10","42,010.06","41,607.05",128880472,0.14%
03/14/2023,"41,816.43","41,834.18","41,953.78","41,705.82",69005384,-0.10%
03/13/2023,"41,856.85","41,905.95","42,291.77","41,787.35",111473160,0.15%
03/10/2023,"41,793.87","41,669.71","41,902.02","41,585.54",101928880,0.50%
03/09/2023,"41,585.54","41,424.47","41,648.08","41,358.93",113544808,0.55%
03/08/2023,"41,358.93","41,420.55","41,618.66","41,334.69",89274553,0.06%
03/07/2023,"41,334.69","41,504.55","41,530.19","41,334.69",87912789,-0.24%
03/06/2023,"41,434.33","41,420.52","41,797.71","41,337.00",96270181,0.24%
03/03/2023,"41,337.00","40,506.40","41,359.11","40,487.28",110231496,1.64%
03/02/2023,"40,670.88","40,382.40","40,852.97","40,353.46",87577960,0.64%
03/01/2023,"40,412.77","40,488.30","40,539.87","40,029.72",102640640,-0.24%
02/28/2023,"40,510.37","40,784.27","40,810.04","40,436.36",68679944,-0.67%
02/27/2023,"40,784.13","40,714.71","40,820.09","40,616.60",80735448,0.19%
02/24/2023,"40,707.76","40,853.73","40,978.46","40,682.46",75936032,-0.32%
02/23/2023,"40,838.51","41,168.22","41,168.22","40,772.52",94476896,-0.80%
02/22/2023,"41,167.60","40,972.09","41,212.95","40,923.03",102378745,0.53%
02/21/2023,"40,949.84","40,774.07","40,966.71","40,673.64",55215988,0.68%
02/20/2023,"40,673.64","41,152.53","41,162.89","40,623.97",53982428,-1.08%
02/17/2023,"41,118.61","41,078.51","41,214.07","40,964.98",65142256,0.10%
02/16/2023,"41,078.65","41,405.38","41,619.20","41,024.78",95530560,-0.60%
02/15/2023,"41,326.85","41,122.32","41,457.76","40,918.85",90055168,0.43%
02/14/2023,"41,150.16","41,780.08","41,848.76","41,047.03",107252872,-1.36%
02/13/2023,"41,716.95","41,726.13","41,991.16","41,644.31",110382392,-0.06%
02/10/2023,"41,741.78","42,121.65","42,544.47","41,663.22",190003616,-1.71%
02/09/2023,"42,466.59","41,886.38","42,567.75","41,723.32",205062320,1.78%
02/08/2023,"41,723.32","41,517.39","41,846.85","41,404.62",146839248,0.48%
02/07/2023,"41,522.76","41,432.71","41,763.95","41,190.77",156201488,0.81%
02/06/2023,"41,190.77","40,745.80","41,302.29","40,471.16",125487656,1.78%
02/03/2023,"40,471.16","40,749.52","40,872.87","40,329.75",60610900,-0.64%
02/02/2023,"40,733.51","40,617.65","40,826.67","40,444.91",66516840,0.28%
02/01/2023,"40,619.94","40,751.82","40,985.46","40,611.15",86212888,-0.13%
01/31/2023,"40,673.06","39,926.30","40,717.26","39,871.27",92823016,2.01%
01/30/2023,"39,871.27","40,468.47","40,666.96","39,844.39",77681640,-1.43%
01/27/2023,"40,450.53","41,025.77","41,095.56","40,402.72",112480808,-0.97%
01/26/2023,"40,846.53","39,906.74","40,994.69","39,784.90",234684560,2.67%
01/25/2023,"39,784.90","39,182.55","39,945.62","39,055.65",148529968,1.87%
01/24/2023,"39,055.65","38,516.55","39,091.70","38,443.59",100066528,1.59%
01/23/2023,"38,443.59","38,454.81","38,553.12","38,135.53",38219604,0.09%
01/20/2023,"38,407.98","38,836.96","38,982.16","38,291.70",51396168,-1.09%
01/19/2023,"38,831.58","38,890.95","39,064.90","38,730.30",92474224,0.10%
01/18/2023,"38,791.09","38,347.77","38,945.97","38,257.56",80970344,1.17%
01/17/2023,"38,342.21","39,741.92","39,942.28","38,287.81",124600208,-3.47%
01/16/2023,"39,720.75","40,344.26","40,354.72","39,660.75",51923816,-1.49%
01/13/2023,"40,323.45","40,645.79","40,803.89","40,195.67",66453012,-1.18%
01/12/2023,"40,803.89","40,770.42","41,219.67","40,668.95",83780560,0.11%
01/11/2023,"40,758.20","40,913.50","40,988.28","40,597.35",109662744,-0.11%
01/10/2023,"40,801.50","40,828.56","40,986.44","40,504.76",115230288,0.73%
01/09/2023,"40,504.76","40,985.04","41,074.73","40,436.82",97397704,-1.23%
01/06/2023,"41,007.52","40,759.40","41,097.89","40,684.49",113460720,0.71%
01/05/2023,"40,716.74","40,597.07","40,790.74","40,539.30",61765924,0.44%
01/04/2023,"40,539.30","40,675.16","40,896.18","40,497.98",61133840,-0.22%
01/03/2023,"40,630.64","40,865.14","41,015.92","40,595.58",80662856,-0.45%
01/02/2023,"40,815.90","40,428.72","41,027.51","40,348.89",107542112,0.98%
12/30/2022,"40,420.45","39,734.49","40,420.45","39,694.12",203567360,1.69%
12/29/2022,"39,747.35","39,281.40","39,747.35","39,205.17",166215168,1.19%
12/28/2022,"39,279.43","39,805.19","39,866.99","39,027.51",163360288,-1.32%
12/27/2022,"39,802.91","40,219.33","40,315.77","39,705.66",97671608,-0.88%
12/26/2022,"40,155.16","39,763.85","40,367.43","39,861.01",85118320,1.23%
12/23/2022,"39,669.20","39,802.34","39,938.32","39,497.73",75983784,-0.42%
12/22/2022,"39,838.33","39,426.29","39,926.34","39,330.02",85997864,1.26%
12/21/2022,"39,342.89","39,667.39","40,022.37","39,276.70",65404292,-1.23%
12/20/2022,"39,832.45","40,955.92","41,037.14","39,533.03",128223104,-2.78%
12/19/2022,"40,970.82","41,292.58","41,393.37","40,814.95",82005872,-0.80%
12/16/2022,"41,301.48","41,193.58","41,393.97","41,087.59",64465904,0.30%
12/15/2022,"41,179.76","41,894.51","41,996.82","41,109.95",137451120,-1.34%
12/14/2022,"41,737.62","41,710.19","41,873.91","41,542.32",53055880,0.06%
12/13/2022,"41,714.30","41,530.44","41,770.57","41,512.43",66526680,0.42%
12/12/2022,"41,540.55","41,718.67","41,784.48","41,511.20",45288512,-0.38%
12/09/2022,"41,698.28","41,632.96","41,747.57","41,550.70",45463636,0.11%
12/08/2022,"41,651.61","41,858.39","41,927.38","41,598.94",46906556,-0.40%
12/07/2022,"41,819.29","41,557.57","41,900.81","41,539.94",69225448,0.67%
12/06/2022,"41,539.94","41,608.22","41,743.92","41,296.54",46332676,-0.17%
12/05/2022,"41,612.67","42,150.58","42,248.53","41,514.81",56177440,-1.28%
12/02/2022,"42,150.10","42,365.11","42,471.19","41,946.49",59297108,-0.57%
12/01/2022,"42,393.52","42,375.02","42,658.39","42,348.63",55572576,0.11%
11/30/2022,"42,348.63","42,413.26","42,515.63","42,274.16",52985460,-0.06%
11/29/2022,"42,373.59","42,049.79","42,438.08","42,042.48",71634424,0.72%
11/28/2022,"42,071.34","42,582.47","42,936.73","41,963.94",121629536,-2.02%
11/25/2022,"42,936.73","43,037.98","43,120.54","42,876.24",77543328,0.08%
11/24/2022,"42,903.65","42,898.64","43,014.60","42,865.38",66233416,0.05%
11/23/2022,"42,880.31","42,950.57","43,040.58","42,790.25",56415700,-0.11%
11/22/2022,"42,928.62","42,791.09","43,076.45","42,761.19",82187520,0.39%
11/21/2022,"42,761.19","42,747.73","42,853.94","42,663.94",62292868,0.07%
11/18/2022,"42,730.24","42,778.62","42,819.72","42,600.99",108054512,-0.21%
11/17/2022,"42,819.72","43,048.51","43,099.75","42,769.37",72128640,-0.38%
11/16/2022,"42,983.75","42,825.68","43,097.57","42,728.67",83351072,0.44%
11/15/2022,"42,796.85","42,913.84","43,035.78","42,748.71",97184664,-0.13%
11/14/2022,"42,850.83","43,083.08","43,092.95","42,761.88",82293216,-0.56%
11/11/2022,"43,092.95","43,062.36","43,120.83","42,805.88",103122600,0.45%
11/10/2022,"42,901.27","42,309.57","42,959.28","42,265.36",141738496,1.50%
11/08/2022,"42,265.36","42,101.68","42,314.14","42,047.36",84402640,0.52%
11/07/2022,"42,047.36","42,000.70","42,207.42","41,856.31",62911240,0.46%
11/04/2022,"41,856.31","41,836.65","42,090.71","41,720.90",70564672,-0.56%
11/03/2022,"42,090.71","41,982.89","42,173.46","41,887.51",86535192,0.35%
11/02/2022,"41,944.59","41,834.63","42,004.90","41,727.15",72924584,0.33%
11/01/2022,"41,808.69","41,383.33","41,833.43","41,264.66",75950360,1.32%
10/31/2022,"41,264.66","41,169.60","41,375.40","41,140.34",34380112,0.30%
10/28/2022,"41,140.33","41,599.11","41,641.51","41,115.21",77693464,-1.11%
10/27/2022,"41,602.85","41,543.79","41,711.66","41,318.66",88866104,0.15%
10/26/2022,"41,540.03","42,053.93","42,190.03","41,490.13",106957784,-1.54%
10/25/2022,"42,190.02","42,327.19","42,523.51","42,156.68",72014040,-0.37%
10/24/2022,"42,347.23","42,569.93","42,672.34","42,213.48",64935420,0.32%
10/21/2022,"42,213.48","42,164.17","42,245.51","41,793.64",92618688,0.18%
10/20/2022,"42,137.04","42,304.70","42,422.22","42,097.31",84337952,-0.21%
10/19/2022,"42,226.05","41,919.43","42,265.22","41,839.27",66246564,0.92%
10/18/2022,"41,839.26","41,821.69","42,007.23","41,755.45",81952984,0.20%
10/17/2022,"41,755.45","41,957.62","41,988.50","41,725.96",50422032,-0.46%
10/14/2022,"41,948.50","42,149.19","42,237.29","41,897.05",88203504,-0.33%
10/13/2022,"42,085.72","41,970.90","42,121.40","41,900.85",87076200,0.19%
10/12/2022,"42,007.14","42,105.76","42,195.36","41,950.98",112875184,-0.35%
10/11/2022,"42,155.48","42,305.06","42,410.83","42,053.81",150887792,-0.13%
10/10/2022,"42,211.64","42,170.43","42,441.29","42,071.67",139282544,0.30%
10/07/2022,"42,085.25","42,105.96","42,389.20","41,992.11",104072904,-0.18%
10/06/2022,"42,160.57","41,719.80","42,201.55","41,611.42",160485744,1.32%
10/05/2022,"41,611.42","41,431.52","41,668.46","41,350.43",126567160,0.63%
10/04/2022,"41,350.43","41,303.78","41,587.73","41,211.70",115615328,0.34%
10/03/2022,"41,211.70","41,093.33","41,403.73","41,090.52",121705144,0.20%
09/30/2022,"41,128.67","41,013.86","41,134.99","40,753.94",128292928,0.28%
09/29/2022,"41,013.86","41,409.96","41,435.13","40,910.82",73611648,-1.02%
09/28/2022,"41,435.13","41,569.08","41,820.95","41,391.18",105550464,-0.20%
09/27/2022,"41,518.23","41,276.49","41,589.89","41,151.54",124401032,0.89%
09/26/2022,"41,151.54","40,651.39","41,196.63","40,620.21",139186560,1.31%
09/23/2022,"40,620.21","41,036.47","41,128.83","40,514.33",90722112,-0.75%
09/22/2022,"40,927.95","40,924.58","40,986.95","40,417.92",103908664,-0.09%
09/21/2022,"40,965.58","41,253.70","41,357.75","40,871.82",112796784,-0.62%
09/20/2022,"41,220.91","41,522.70","41,642.02","41,078.71",86086072,-0.72%
09/19/2022,"41,520.59","41,735.05","41,896.62","41,504.64",77937704,-0.38%
09/16/2022,"41,679.49","41,765.16","41,916.86","41,603.48",122706576,-0.22%
09/15/2022,"41,772.09","42,084.31","42,311.63","41,724.81",123810384,-0.57%
09/14/2022,"42,011.82","41,980.72","42,084.45","41,912.84",93991528,0.02%
09/13/2022,"42,001.34","41,909.38","42,092.72","41,862.29",62435984,0.33%
09/12/2022,"41,862.29","41,992.32","42,137.80","41,812.93",66276648,-0.20%
09/09/2022,"41,948.16","41,815.49","42,099.54","41,815.49",96195320,0.29%
09/08/2022,"41,824.79","41,795.43","41,936.93","41,676.94",63266200,0.14%
09/07/2022,"41,766.05","41,941.66","42,064.94","41,703.95",45536876,-0.23%
09/06/2022,"41,860.36","41,878.23","41,927.05","41,684.01",52441768,0.00%
09/05/2022,"41,859.30","42,310.54","42,388.34","41,859.10",63821740,-1.06%
09/02/2022,"42,309.11","42,461.82","42,568.66","42,238.22",81864288,-0.36%
09/01/2022,"42,460.08","42,495.89","42,667.53","42,351.15",153027488,0.26%
08/31/2022,"42,351.15","42,179.72","42,472.14","42,079.05",119680248,0.37%
08/30/2022,"42,195.25","42,986.94","43,052.27","42,106.02",140074256,-0.73%
08/29/2022,"42,504.34","42,541.40","42,591.51","41,828.13",111625192,-0.20%
08/26/2022,"42,591.51","43,061.43","43,201.21","42,547.72",158961248,-1.02%
08/25/2022,"43,032.57","43,353.54","43,457.55","42,961.10",91884672,-0.70%
08/24/2022,"43,337.97","43,451.68","43,684.11","43,299.48",115744664,-0.07%
08/23/2022,"43,366.78","42,966.32","43,419.59","42,826.66",137822016,1.26%
08/22/2022,"42,826.66","43,256.81","43,314.19","42,787.86",90225784,-1.03%
08/19/2022,"43,270.65","43,451.31","43,531.65","43,232.95",113207688,-0.48%
08/18/2022,"43,481.50","43,735.74","43,879.23","43,390.33",220603632,-0.45%
08/17/2022,"43,676.56","43,485.20","43,736.43","43,389.48",344984544,0.55%
08/16/2022,"43,436.48","43,718.01","43,887.62","43,379.79",224542976,-0.42%
08/15/2022,"43,621.82","43,049.18","43,659.04","42,857.57",261043552,1.78%
08/12/2022,"42,857.57","42,294.40","42,874.22","42,243.33",180183824,1.45%
08/11/2022,"42,243.33","42,560.81","42,678.94","42,215.73",128061088,-0.59%
08/10/2022,"42,494.85","42,313.28","42,776.47","42,096.24",195944640,0.95%
08/05/2022,"42,096.24","41,469.38","42,168.08","41,425.37",197413216,1.62%
08/04/2022,"41,425.35","41,170.35","41,630.22","41,068.87",114400536,0.87%
08/03/2022,"41,068.87","40,233.41","41,208.09","40,191.61",144640720,2.18%
08/02/2022,"40,191.61","39,988.71","40,458.09","39,762.50",79276872,0.29%
08/01/2022,"40,075.96","40,218.70","40,380.64","40,070.67",46386712,-0.19%
07/29/2022,"40,150.36","40,266.77","40,420.57","40,026.86",92787488,-0.31%
07/28/2022,"40,276.64","40,036.05","40,623.60","39,972.64",118814576,0.76%
07/27/2022,"39,972.64","39,923.03","40,097.19","39,605.10",65662552,0.20%
07/26/2022,"39,894.05","39,832.15","40,135.44","39,712.94",68883048,0.13%
07/25/2022,"39,844.02","39,919.95","40,077.30","39,720.80",35166408,-0.58%
07/22/2022,"40,077.30","39,838.84","40,180.48","39,541.09",86655752,0.62%
07/21/2022,"39,831.75","40,472.33","40,577.06","39,801.21",73101816,-1.55%
07/20/2022,"40,459.70","40,435.95","40,533.60","40,135.38",69139096,0.17%
07/19/2022,"40,389.07","41,379.13","41,551.53","40,216.38",102527480,-2.36%
07/18/2022,"41,367.11","41,825.24","42,074.91","41,275.08",67778384,-1.68%
07/15/2022,"42,074.91","42,357.97","42,499.48","42,027.37",76592184,-0.65%
07/14/2022,"42,348.91","42,030.02","42,362.91","41,862.77",132498024,1.16%
07/13/2022,"41,862.77","41,331.22","41,971.83","41,223.97",80529216,1.25%
07/07/2022,"41,344.01","41,182.84","41,396.57","41,009.64",55744544,0.45%
07/06/2022,"41,159.79","41,135.13","41,334.90","41,102.57",41479084,0.14%
07/05/2022,"41,102.57","41,354.80","41,458.08","41,068.60",41307032,-0.59%
07/04/2022,"41,348.19","41,634.45","41,685.69","41,323.42",43258916,-0.68%
07/01/2022,"41,630.35","41,583.63","41,744.86","41,538.49",66102392,0.22%
06/30/2022,"41,540.83","41,297.79","41,559.31","41,220.49",112322832,0.59%
06/29/2022,"41,297.73","41,750.48","41,813.62","41,119.19",78505072,-1.12%
06/28/2022,"41,765.62","41,995.52","42,149.29","41,614.60",119520064,-0.27%
06/27/2022,"41,878.57","41,194.48","41,949.93","41,051.79",110007200,2.01%
06/24/2022,"41,051.79","42,720.55","42,782.34","40,555.41",210002816,-3.90%
06/23/2022,"42,716.97","42,555.23","42,983.41","42,458.14",184550640,0.61%
06/22/2022,"42,458.14","42,678.14","42,880.17","42,408.17",113322032,-0.16%
06/21/2022,"42,525.95","41,809.83","42,568.87","41,745.27",134668352,1.79%
06/20/2022,"41,776.98","42,190.10","42,357.92","41,740.12",66406244,-0.86%
06/17/2022,"42,140.76","41,742.97","42,420.64","41,730.16",129717952,0.98%
06/16/2022,"41,730.16","41,450.83","41,764.19","41,322.89",73107136,0.70%
06/15/2022,"41,438.79","41,131.23","41,534.99","41,054.68",60034652,0.94%
06/14/2022,"41,054.68","40,883.05","41,115.72","40,657.88",55487292,0.43%
06/13/2022,"40,879.93","42,069.65","42,069.65","40,834.97",62586268,-2.70%
06/10/2022,"42,014.73","41,719.79","42,076.14","41,715.05",39317752,0.67%
06/09/2022,"41,735.96","41,585.25","41,994.62","41,553.16",66231936,0.44%
06/08/2022,"41,553.16","41,539.04","41,620.35","41,391.53",73306784,-0.04%
06/07/2022,"41,568.41","41,616.45","41,854.25","41,524.07",61910892,-0.02%
06/06/2022,"41,577.21","41,278.56","41,674.10","41,031.91",95010704,0.63%
06/03/2022,"41,314.88","42,250.28","42,310.94","41,145.35",129768672,-2.19%
06/02/2022,"42,237.91","42,744.64","42,822.77","42,132.98",69979904,-1.21%
06/01/2022,"42,756.04","43,067.63","43,148.77","42,723.51",68286832,-0.75%
05/31/2022,"43,078.14","43,165.61","43,339.22","43,018.40",122381640,0.09%
05/30/2022,"43,040.14","42,956.57","43,257.78","42,861.45",81180904,0.42%
05/27/2022,"42,861.45","42,909.80","43,554.75","42,541.71",235629696,0.75%
05/26/2022,"42,541.71","42,003.71","42,607.43","41,904.46",133359192,1.26%
05/25/2022,"42,012.66","41,897.91","42,128.41","41,356.02",119848280,0.15%
05/24/2022,"41,950.32","42,400.28","42,637.57","41,915.98",75936272,-1.15%
